character,dialog,movie
Sam,Ready to do what?,The_Two_Towers
Gollum,To make his war. The last war that will coverall the world in Shadow.,The_Two_Towers
Frodo,"We've got to get moving. Come on, Sam.",The_Two_Towers
Sam,Mr. Frodo. Look. It's an oliphaunt. No one at home will believe this.,The_Two_Towers
Frodo,"Smeagol? We've lingered here too long. Come on, Sam.",The_Two_Towers
Sam,Wait! We're innocent travelers!,The_Two_Towers
Faramir,There are no travelers in this land. Only servants of the Dark Tower.,The_Two_Towers
Frodo,We are bound to an errand of secrecy. Those that claim to oppose the enemywould do well not to hinder us.,The_Two_Towers
Faramir,"The enemy? His sense of duty was no lessthan yours, I deem. You wonder what his name is. . . . . . where he came from. And if he was really evil at heart. What lies or threats led himon this long march from home. If he would not rather have stayed there. . . . . . in peace. War will make corpses of us all. Bind their hands.",The_Two_Towers
Gimli,"It's true, you don't seemany Dwarf women. And in fact, they are so alikein voice and appearance. . . . . . that they're often mistakenfor Dwarf men.",The_Two_Towers
Frodo,Because I have to believehe can come back.,The_Two_Towers
Sam,"You can't save him, Mr. Frodo.",The_Two_Towers
Frodo,"What do you know about it? Nothing! 'm sorry, Sam. I don't knowwhy I said that.",The_Two_Towers
Sam,"I do. It's the Ring. You can't take your eyes off it. I've seen you. You're not eating. You barely sleep. It's taken hold of you, Mr. Frodo. You have to fight it.",The_Two_Towers
Frodo,"I know what I have to do, Sam. The Ring was entrusted to me. It's my task. Mine! My own!",The_Two_Towers
Sam,Can't you hear yourself? Don't you know who you sound like?,The_Two_Towers
Gimli,That one counts as mine! tinking creature.,The_Two_Towers
Legolas,Aragorn!,The_Two_Towers
Gimli,Aragorn? Tell me what happenedand I will ease your passing.,The_Two_Towers
Sharku,He's. . . . . . dead. He took a little tumble off the cliff.,The_Two_Towers
Legolas,"(,)You lie.",The_Two_Towers
Theoden,Get the wounded on horses. The wolves of lsengard will return. Leave the dead. Come.,The_Two_Towers
People,"At last! Helm's DeepThere it is, Helm's Deep. We're safe!",The_Two_Towers
Lady,"We're safe, my lady. Thank you.",The_Two_Towers
Freda,Mama!,The_Two_Towers
Morwen,Eothain! reda!,The_Two_Towers
Eowyn,Where is the rest?,The_Two_Towers
Soldier,"This is all we could save, my lady.",The_Two_Towers
Eowyn,Take it to the caves.,The_Two_Towers
Theoden,Simbelmyne. Ever has it grown on the tombs of my forebearers. Now it shall cover the grave of my son. Alas that these evil days should be mine. The young perish and the old linger. That I should live. . . . . . to see the last days of my house.,The_Two_Towers
Gandalf,Theodred's death was not of your making.,The_Two_Towers
Theoden,No parent should have to bury their child.,The_Two_Towers
Gandalf,"He was strong in life. His spirit will find its way to the halls of your fathers. Westu h'l. Fer'u, Th'odred, Fer'u.",The_Two_Towers
Eowyn,"They had no warning. They were unarmed. Now the Wild Men are moving through the Westfold, burning as they go. Rick, cot and tree.",The_Two_Towers
Freda,Where is Mama?,The_Two_Towers
Aragorn,Pull back! Pull back!,The_Return_of_the_King
Sam,"It's gone Mr. Frodo. The light's passed on, away towards the North. Something's drawn its gaze.",The_Return_of_the_King
Aragorn,"Hold your ground! Hold your ground! Sons of Gondor, of Rohan, my brothers. (They listen to him.) I see it in your eyes, the same fear that would take the heart of me. A day may come when the courage of men fails, when we forsake our friends and break all bonds of fellowship, but it is not this day! An hour of wolves and shattered shields when the age of men comes crashing down, but it is not this day! This day we fight! By all that you hold dear on this good earth, I bid you stand! Men of the West!",The_Return_of_the_King
Gimli,Never thought I'd die fighting side by side with an elf.,The_Return_of_the_King
Gandalf,The veiling shadow that glowers in the east takes shape. Sauron will suffer no rival. From the summit of Barad-durhis Eye watches ceaselessly. But he is not so mighty yetthat he is above fear. Doubt ever gnaws at him. The rumor has reached him. The heir of Numenor still lives.,The_Two_Towers
Aragorn,It's the beards.,The_Two_Towers
Gimli,"This, in turn, has given riseto the belief. . . . . . that there are no Dwarf women. . . . . . and that Dwarves just spring outof holes in the ground. . . . . . which is, of course, ridiculous. It's all right. Nobody panic. That was deliberate. It was deliberate.",The_Two_Towers
Theoden,I haven't seen my niece smilefor a long time. She was a girl when they broughther father back dead. Cut down by Orcs. She watched her mothersuccumb to grief. Then she was left aloneto tend her king in growing fear. Doomed to wait upon an old manwho should have loved her as a father.,The_Two_Towers
Eowyn,Gimli.?,The_Two_Towers
Gimli,"No, I couldn'tI really couldn't.",The_Two_Towers
Gamling,Make way for the king. Make way for Theoden. Make way for the king.,The_Two_Towers
Eowyn,So few. So few of you have returned.,The_Two_Towers
Theoden,Our people are safe. We have paid for it with many lives.,The_Two_Towers
Gimli,My lady.,The_Two_Towers
Eowyn,Lord Aragorn. . . . . . where is he?,The_Two_Towers
Gimli,He fell.,The_Two_Towers
Theoden,Draw all our forces behind the wall. Bar the gate. And set a watch on the surround.,The_Two_Towers
Gamling,"What of those who cannot fight, my lord? The women and children?",The_Two_Towers
Theoden,Get them into the caves. Saruman's arm will have grown long indeed if he thinks he can reach us here.,The_Two_Towers
Grima,Helm's Deep has one weakness. Its outer wall is solid rock. . . . . . but for a small culvertat its base. . . . . . which is little more than a drain. How? How can fire undo stone?,The_Two_Towers
Eowyn,Sssh.,The_Two_Towers
Gandalf,This is but a taste of the terror that Saruman will unleash. All the more potent for he is driven now by fear of Sauron. Ride out and meet him head on. Draw him away from your women and children. You must fight.,The_Two_Towers
Aragorn,You have 2000 good men riding north as we speak. Eomer is loyal to you. His men will return and fight for their king.,The_Two_Towers
Theoden,They will be 300 leagues from here by now. Eomer cannot help us. I know what it is you want of me. . . . . . but I will not bring further death to my people. I will not risk open war.,The_Two_Towers
Aragorn,"Open war is upon you, whether you would risk it or not.",The_Two_Towers
Theoden,"When last I looked. . . . . . Theoden, not Aragorn, was King of Rohan.",The_Two_Towers
Hama,By order of the king. . . . . . the city must empty. We make for the refuge of Helm's Deep. Do not burden yourself with treasures. Take only what provisions you need.,The_Two_Towers
Gandalf,Helm's Deep.,The_Two_Towers
Gimli,They flee to the mountains when they should stand and fight. Who will defend them if not their king?,The_Two_Towers
Aragorn,He's only doing what he thinks is best for his people. Helm's Deep has saved them in the past.,The_Two_Towers
Gandalf,"There is no way out of that ravine. Theoden is walking into a trap. He thinks he's leading them to safety. What they will get is a massacre. Theoden has a strong will, but I fear for him. I fear for the survival of Rohan. He will need you before the end, Aragorn. The people of Rohan will need you. The defenses to hold.",The_Two_Towers
Legolas,What about side by side with a friend?,The_Return_of_the_King
Gimli,Aye! I could do that.,The_Return_of_the_King
Sam,"Do you remember the Shire Mr. Frodo? It will be Spring soon and the orchards will be in blossom. And the birds will be nesting in the hazel thickets. (He is crying.) And they will be sowing the summer barley in the lower fields, (Frodo opens his eyes and looks at him.) and eating the first of the strawberries and cream. Do you remember the taste of strawberries?",The_Return_of_the_King
Frodo,"No Sam. I can't recall the taste of food, nor the sound of water or the touch of grass. I'm naked in the dark. There's' there's nothing, no veil between me and the wheel of fire. I can see him with my waking eyes!",The_Return_of_the_King
Sam,"Then let us be rid of it once and for all! Come on Mr. Frodo, I can't carry it for you, but I can carry you! Come on!",The_Return_of_the_King
Eye_Of_Sauron,Aragorn! Elessar!,The_Return_of_the_King
Aragorn,For Frodo.,The_Return_of_the_King
Sam,"Look Mr. Frodo, a doorway! We're almost there!",The_Return_of_the_King
Gollum,Clever Hobbits to climb so high! ustn't go that way. Mustn't hurt the precious!,The_Return_of_the_King
Frodo,You swore! You swore on the precious!,The_Return_of_the_King
Gandalf,"Sauron fears you, Aragorn. He fears what you may become. And so he'll strike hard and fastat the world of Men. He will use his puppet Sarumanto destroy Rohan. War is coming. Rohan must defend itselfand therein lies our first challenge. . . . . . for Rohan is weak and ready to fall. The king's mind is enslavedit's an old device of Saruman's. His hold over King Theodenis now very strong. Sauron and Sarumanare tightening the noose. But for all their cunning. . . . . . we have one advantage. The Ring remains hidden. And that we should seek to destroy it. . . . . . has not yet enteredtheir darkest dreams. And so the weapon of the enemyis moving towards Mordor. . . . . . in the hands of a Hobbit. Each day brings it closerto the fires of Mount Doom. We must trust now in Frodo. Everything depends upon speed. . . . . . and the secrecy of his quest. Do not regret your decision to leave him. Frodo must finish this task alone.",The_Two_Towers
Aragorn,He's not alone. Sam went with him.,The_Two_Towers
Gandalf,"Did he? Did he, indeed? Good. Yes, very good.",The_Two_Towers
Gollum,The Black Gate of Mordor.,The_Two_Towers
Sam,"Oh, save us. My old Gaffer would have a thing or twoto say if he could see us now.",The_Two_Towers
Gollum,Master says to show himthe way into Mordor. So good Smeagol doesmaster says so.,The_Two_Towers
Frodo,I did.,The_Two_Towers
Sam,"That's it, then. We can't get past that. Look! he gate. It's opening! can see a way down.",The_Two_Towers
Frodo,"Sam, no!",The_Two_Towers
Eowyn,"I made some stew. It isn't much, but it's hot.",The_Two_Towers
Aragorn,Thank you. It's good.,The_Two_Towers
Eowyn,"Really? My uncle told me a strange thing. He said that you rode to warwith Thengel, my grandfather. But he must be mistaken.",The_Two_Towers
Aragorn,King Theoden has a good memory. He was only a small child at the time.,The_Two_Towers
Eowyn,Then you must be at least 60. Seventy? But you cannot be 80!,The_Two_Towers
Aragorn,Eighty-seven.,The_Two_Towers
Eowyn,You are one of the Dunedain. A descendant of Numenorblessed with long life. It was said that your racehad passed into legend.,The_Two_Towers
Aragorn,There are few of us left. The Northern Kingdomwas destroyed long ago.,The_Two_Towers
Eowyn,"I'm sorry. Please, eat.",The_Two_Towers
Pippin,Did we lose him? I think we lost him.,The_Two_Towers
Orc,I'm going to rip outyour filthy little innards! Come here!,The_Two_Towers
Merry,Trees. Climb a tree.,The_Two_Towers
Grima,What kind of devicecould bring down the wall?,The_Two_Towers
Saruman,If the wall is breachedHelm's Deep will fall.,The_Two_Towers
Grima,"Even if it is breached, it would takea number beyond reckoning. . . . . . thousands, to storm the Keep.",The_Two_Towers
Saruman,Tens of thousands.,The_Two_Towers
Grima,"But, my lord, there is no such force.",The_Two_Towers
Saruman,A new power is rising. Its victory is at hand. This night. . . . . . the land will be stainedwith the blood of Rohan! arch to Helm's Deep! eave none alive! To war! There will be no dawn for Men.,The_Two_Towers
Pippin,Look. There's smoke to the south.,The_Two_Towers
Treebeard,There is always smoke rising. . . . . . from lsengard these days.,The_Two_Towers
Merry,Isengard?,The_Two_Towers
Treebeard,There was a time. . . . . . when Saruman would walk in my woods. But now he has a mind of metal. . . . . . and wheels. He no longer cares for growing things.,The_Two_Towers
Pippin,What is it? The eagles! The eagles are coming!,The_Two_Towers
Sam,Frodo!,The_Return_of_the_King
Frodo,I'm here Sam!,The_Return_of_the_King
Sam,Destroy it! Go on! Now! Throw it in the fire! What are you waiting for? Just let it go!,The_Return_of_the_King
Frodo,The Ring is mine!,The_Return_of_the_King
Sam,No! Nooooooo!,The_Return_of_the_King
Gollum,Yeees! Yeees! Precious! My Precious!,The_Return_of_the_King
Aragorn,They will hold.,The_Two_Towers
Gandalf,"The Grey Pilgrim. That's what they used to call me. Three hundred lives of Men I've walked this earth, and now I have no time. With luck, my search will not be in vain. Look to my coming at first light on the fifth day. At dawn, look to the east.",The_Two_Towers
Aragorn,Go.,The_Two_Towers
Rohan_Horseman,"That horse is half mad, my lord. There's nothing you can do. Leave him.",The_Two_Towers
Aragorn,"F'ste, stille n', f'ste, stille n'. Lac is drefed, gefr'gon. Hw't nemna' 'e? Hm? Hw't nemna' 'e?",The_Two_Towers
Eowyn,His name is Brego. He was my cousin's horse.,The_Two_Towers
Aragorn,"Brego. 'in nama is cynglic. (,) Man le trasta, Brego? Man cenich? (,)",The_Two_Towers
Eowyn,I have heard of the magic of Elves. . . . . . but I did not look for it in a Ranger from the North. You speak as one of their own.,The_Two_Towers
Aragorn,I was raised in Rivendell. . . . . . for a time. Turn this fellow free. He's seen enough of war.,The_Two_Towers
Legolas,"Fifteen, sixteen.",The_Return_of_the_King
Eowyn,Merry!,The_Return_of_the_King
Aragorn,Legolas!,The_Return_of_the_King
Legolas,"Thirty three, thirty four.",The_Return_of_the_King
Gimli,That still only counts as one!,The_Return_of_the_King
Orc,Come on then come on!,The_Return_of_the_King
Theoden,"I know your face, Eowyn. My eyes darken.",The_Return_of_the_King
Eowyn,"No, no. I'm going to save you.",The_Return_of_the_King
Theoden,"You already did. Eowyn, my body is broken. You have to let me go.",The_Return_of_the_King
Frodo,Smeagol promised!,The_Return_of_the_King
Gollum,Smeagol lied!,The_Return_of_the_King
Sam,AAAAAAAAAhhhhhhhhhh!,The_Return_of_the_King
Gollum,AAAAAHH.,The_Return_of_the_King
Sam,Frodo!,The_Return_of_the_King
Gollum,Master!,The_Two_Towers
Frodo,"I do not ask you to come with me, Sam.",The_Two_Towers
