character,dialog,movie
Elrond,Tangado haid! Leithio i philinn!,The_Fellowship_of_the_Ring
Galadriel_Voice-over,"Victory was near. But the power of the Ring could not be undone. It was in this moment, that Isildur, son of the King, took up his father's sword. Sauron, the enemy of the Free Peoples of Middle Earth was defeated. The Ring passed to Isildur. Who had this one chance to destroy evil forever. But the hearts of Men are easily corrupted. And the Ring of Power has a will of its own. It betrayed Isildurto his death. And some things that should not have been forgotten were lost. History became legend, legend became myth, and for two and a half thousand years the Ring passed out of all knowledge. Until, when chance came It ensnared a new bearer.",The_Fellowship_of_the_Ring
Gollum,My Precious!,The_Fellowship_of_the_Ring
Galadriel_Voice-over,The Ring came to the creature Gollum who took it deep into the tunnels of the Misty Mountains. And there it consumed him.,The_Fellowship_of_the_Ring
Gollum,"It came to me, my own, my love, my own, my Precious.",The_Fellowship_of_the_Ring
Galadriel_Voice-over,"The Ring brought to Gollum unnatural long life. For five hundred years it poisoned his mind. And in the gloom of Gollum's cave it waited. Darkness crept back into the forests of the world. Rumour grew of a shadow in the East, whispers of a nameless fear. And the Ring of Power perceived. Its time had now come. It abandoned Gollum. But something happened then that the Ring did not intend, it was picked up by the most unlikely creature imaginable.",The_Fellowship_of_the_Ring
Bilbo,What's this?,The_Fellowship_of_the_Ring
Galadriel_Voice-over,A Hobbit. Bilbo Baggins of the Shire.,The_Fellowship_of_the_Ring
Gimli,And no regurgitation!,The_Return_of_the_King
Legolas,So' it's a drinking game?,The_Return_of_the_King
Rohirrim,Aye!,The_Return_of_the_King
Gimli,Last one standing wins heh heh heh!,The_Return_of_the_King
General_Shout,Lets drink to Victory! To Victory!,The_Return_of_the_King
Eowyn,"West' Aragorn, hal.",The_Return_of_the_King
Theoden,I am very happy for you. He is an honourable man.,The_Return_of_the_King
Eowyn,You are both honourable men.,The_Return_of_the_King
Theoden,"It was not Theoden of Rohan who led our people to victory. Ach, don't listen to me. You are young and tonight is for you.",The_Return_of_the_King
Gimli,"Heh heh heh hehHere, here. Raaar it's the dwarves that go swimming with little, hairy women haha.",The_Return_of_the_King
Legolas,I feel something. A slight tingle in my fingers. I think it's affecting me.,The_Return_of_the_King
Gimli,Heh heh heh what did i say? he can't hold his liquor.,The_Return_of_the_King
Legolas,Game over!,The_Return_of_the_King
Merry_And_Pippin,Oh you can search far and wide You can drink the whole town dry But you'll never find a beer so brown But you'll never find a beer so brown As the one we drink in our hometown As the one we drink in our hometown. You can drink your fancy ales You can drink them by the flagon But the only brew for the brave and true.,The_Return_of_the_King
Pippin,Nothing's happening.,The_Fellowship_of_the_Ring
Gandalf,"I once knew every spell in all the tongues of elves, men and orcs.",The_Fellowship_of_the_Ring
Pippin,What're you going to do then?,The_Fellowship_of_the_Ring
Gandalf,"Knock your head against these doors Peregrin Took! and if that does not shatter them and I'm allowed a little peace from foolish questions I will try to find the opening words. Ando Eldarinwa'a lasta quettanya, Fenda Casarinwa'",The_Fellowship_of_the_Ring
Aragorn,The Mines are no place for a pony even one so brave as Bill.,The_Fellowship_of_the_Ring
Sam,BuBye Bill.,The_Fellowship_of_the_Ring
Aragorn,"Go on, go onDon't worry Sam. He knows the way home.) Do not disturb the water.",The_Fellowship_of_the_Ring
Gandalf,Oh it's useless.,The_Fellowship_of_the_Ring
Frodo,It's a riddle! Speak friend... and enter. What's the elvish word for friend?,The_Fellowship_of_the_Ring
Gandalf,Mel. . lon.,The_Fellowship_of_the_Ring
Gollum,"No. Ashes and dust and thirst there isand pits, pits, pits. And Orcses, thousands of Orcses. And always the Great Eye watching, watching.",The_Two_Towers
Sam,"Hey! Come back now! Come back! here! What did I tell you? He's run off, the old villain. So much for his promises.",The_Two_Towers
Smeagol,"This way, Hobbits. Follow me!",The_Two_Towers
Pippin,Merry! erry!,The_Two_Towers
Grishnakh,You're lateOur master grows impatient. He wants the Shire-rats now.,The_Two_Towers
Ugluk,I don't take orders from Orc-maggots. Saruman will have his prize. We will deliver them.,The_Two_Towers
Pippin,Merry! Merry? Wake up My friend is sick. He needs water. Please!,The_Two_Towers
Uruk_Hai,"Sick, is he? Give him some medicine, boys!",The_Two_Towers
Pippin,Stop it!,The_Two_Towers
Uruk_Hai,Can't take his draught!,The_Two_Towers
Pippin,Leave him alone!,The_Two_Towers
Uruk_Hai,Why? You want some? Then keep your mouth shut.,The_Two_Towers
Merry,"Yes Pippin, my point is, he's clearly over reacting! Run!",The_Fellowship_of_the_Ring
Pippin,Ooh! that was close!,The_Fellowship_of_the_Ring
Merry,Oh! I think I've broken something.,The_Fellowship_of_the_Ring
Sam,Trust a Brandybuck and a Took!,The_Fellowship_of_the_Ring
Merry,What? It was just a detour. A shortcut.,The_Fellowship_of_the_Ring
Sam,A shortcut to what?,The_Fellowship_of_the_Ring
Pippin,Mushrooms!,The_Fellowship_of_the_Ring
Frodo,I think we should get off the road. Get off the road! Quick!,The_Fellowship_of_the_Ring
Sam,Ssh.. be quiet.,The_Fellowship_of_the_Ring
Merry,What was that!,The_Fellowship_of_the_Ring
Sam,Anything?,The_Fellowship_of_the_Ring
Frodo,Nothing.,The_Fellowship_of_the_Ring
Pippin,What is going on?,The_Fellowship_of_the_Ring
Saruman,"So Gandalf, you try to lead them over Caradhras. And if that fails, where then will you go?",The_Fellowship_of_the_Ring
Saruman_Voice-over,If the mountain defeats you will you risk a more dangerous road.,The_Fellowship_of_the_Ring
Saruman,Cuiva nwalca Carnirasse; nai yarvaxea rasselya!,The_Fellowship_of_the_Ring
Legolas,There is a fell voice on the air.,The_Fellowship_of_the_Ring
Gandalf,It's Saruman!,The_Fellowship_of_the_Ring
Aragorn,He's trying to bring down the mountain! Gandalf! We must turn back!,The_Fellowship_of_the_Ring
Gandalf,"No! Losto Caradhras, sedho, hodo, nuitho i 'ruith!",The_Fellowship_of_the_Ring
Saruman,Cuiva nwalca Carnirasse; Nai yarvaxea rasselya; taltuva notto-carinnar!,The_Fellowship_of_the_Ring
Boromir,We must get off the mountain! Make for the Gap of Rohan and take the west road to my city!,The_Fellowship_of_the_Ring
Aragorn,The Gap of Rohan takes us too close to Isengard!,The_Fellowship_of_the_Ring
Gimli,"If we cannot pass over the mountain, let us go under it! Let us go through the Mines of Moria.",The_Fellowship_of_the_Ring
Saruman_Voice-over,Moria... you fear to go into those mines.,The_Fellowship_of_the_Ring
Saruman,The dwarves delved too greadily and too deep.,The_Fellowship_of_the_Ring
Saruman_Voice-over,You know what they woke in the dark of Khazad-d'm,The_Fellowship_of_the_Ring
Saruman,"Shadow, flame.",The_Fellowship_of_the_Ring
Boromir,"One does not simply walk into Mordor. Its black gates are guarded by more than just orcs. There is evil there that does not sleep and the great eye is ever watchful. Tis a barren wasteland, riddled with fire and ash and dust. The very air you breathe is a poisonous fume. Not with ten thousand men could you do this. It is folly.",The_Fellowship_of_the_Ring
Legolas,Have you heard nothing Lord Elrond has said? The Ring must be destroyed.,The_Fellowship_of_the_Ring
Gimli,And i suppose you think you're the one to do it.,The_Fellowship_of_the_Ring
Boromir,And if we fail what then? what happens when sauron takes back what is his?,The_Fellowship_of_the_Ring
Gimli,I will be dead before I see the Ring in the hands of an elf Never trust an elf.,The_Fellowship_of_the_Ring
Gandalf,"Do you not understand that while we bicker amongst ourselves, Sauron's power grows?! None can escape it! You'll all be destroyed Your fingers would remember their old strength better. . . . . . if they grasped your sword.",The_Fellowship_of_the_Ring
Grima,"I've only. . . . . . ever served you, my lord.",The_Two_Towers
Theoden,Your leechcraft would have had me crawling on all fours like a beast!,The_Two_Towers
Grima,Send me not from your sight.,The_Two_Towers
Aragorn,"No, my lord! No, my lord. Let him go. Enough blood has been spilt on his account.",The_Two_Towers
Grima,Get out of my way!,The_Two_Towers
Hama,"Hail, Theoden King!",The_Two_Towers
Theoden,Where is Theodred? Where is my son?,The_Two_Towers
Gandalf_Voice-over,Darkness took me. . . . . . and I strayed out of thoughtand time. Stars wheeled overhead. . . . . . and every day was as longas a life age of the Earth. But it was not the end. I felt life in me again.,The_Two_Towers
Gandalf,I've been sent back...... until my task is done.,The_Two_Towers
Aragorn,Gandalf.,The_Two_Towers
Gandalf,Gandalf? Yes. That was what they used to call me. Gandalf the Grey. That was my name.,The_Two_Towers
Gimli,Gandalf.,The_Two_Towers
Gandalf,I am Gandalf the White. And I come back to you now. . . . . . at the turn of the tide. One stage of your journey is over. Another begins. We must travel to Edoras with all speed.,The_Two_Towers
Gimli,Edoras? That is no short distance!,The_Two_Towers
Aragorn,We hear of trouble in Rohan. It goes ill with the king.,The_Two_Towers
Gandalf,"Yes, and it will not be easily cured.",The_Two_Towers
Gimli,"Then we have run all this way for nothing? Are we to leave those poor Hobbits here. . . . . . in this horrid, dark, dank tree-infested--? I mean, charming. . . . . . quite charming forest.",The_Two_Towers
Gandalf,It was more than mere chance thatbrought Merry and Pippin to Fangorn. A great power has been sleeping herefor many long years. The coming of Merry and Pippinwill be like the falling of small stones. . . . . . that starts an avalanchein the mountains.,The_Two_Towers
Aragorn,In one thing you have not changeddear friend. You still speak in riddles.,The_Two_Towers
Gandalf,A thing is about to happen that has nothappened since the Elder Days. The Ents are going to wake up. . . . . and find that they are strong.,The_Two_Towers
Gaffer,"Young Mr. Frodo here, he's cracking!",The_Fellowship_of_the_Ring
Frodo,And proud of it! cheers gaffer!,The_Fellowship_of_the_Ring
Gaffer,Cheers.,The_Fellowship_of_the_Ring
Sandyman,Well it's none of our concern what goes on beyond our borders. Keep your nose out of trouble and no trouble will come to you.,The_Fellowship_of_the_Ring
Rosie,Good Night lads.,The_Fellowship_of_the_Ring
Hobbit,"Good night, sweet maiden of the golden ale!",The_Fellowship_of_the_Ring
Sam,Oi Mind who you're sweet talking!,The_Fellowship_of_the_Ring
Frodo,"Don't worry Sam, Rosie knows an idiot when she sees one!",The_Fellowship_of_the_Ring
Sam,Does she?,The_Fellowship_of_the_Ring
Frodo,Good Night Sam.,The_Fellowship_of_the_Ring
Gandalf,Is it secret? Is it safe?,The_Fellowship_of_the_Ring
Frodo,Ha! What are you doing!,The_Fellowship_of_the_Ring
Gandalf,Hold out your hand Frodo. Its quite cool. What can you see? Can you see anything?,The_Fellowship_of_the_Ring
Frodo,Nothing. There's nothing Wait. There are markings Its some form of Elvish. I can't read it.,The_Fellowship_of_the_Ring
Gandalf,"There are few who can. The language is that of Mordor, which I will not utter here.",The_Fellowship_of_the_Ring
Sam,"Ah, I think I'll just have another ale.",The_Fellowship_of_the_Ring
Frodo,Oh no you dont Go on.,The_Fellowship_of_the_Ring
Bilbo,So there I was at the mercy of three monstrous trolls and they were all arguing amongst themselves about how they were going to cook us. Whether it be turned on a spit or whether they should sit on us one by one and squash us into jelly. They spent so much time arguing the witherto's and whyfor's that the sun's first light cracked open over the top of the trees. Poof! and turned them all into stone!,The_Fellowship_of_the_Ring
Merry,"Quickly No no! the big one, big one!",The_Fellowship_of_the_Ring
Bilbo,"Mrs Bracegirdle, how nice to see you. Welcome welcome. Are all these children yours?",The_Fellowship_of_the_Ring
Mrs_Bracegirdle,Yeah.,The_Fellowship_of_the_Ring
Bilbo,"Good gracious you have been productive! Sackville-Bagginses! Quickly! Hide! Oh! Thankyou my boy You're a good lad Frodo. I'm very selfish you know. Yes, I am. Very selfish. I don't know why I took you in after your mother and father died, but it wasn't out of charity. I think it was because, of all my numerous relations, you were the one Baggins that showed real spirit.",The_Fellowship_of_the_Ring
Frodo,Bilbo have you been at the Gaffers homebrew?,The_Fellowship_of_the_Ring
Bilbo,"No. Well yes, b b b but thats not the point. The point is, Frodo, You'll be alright.",The_Fellowship_of_the_Ring
Elrond,That future is almost gone.,The_Return_of_the_King
Arwen,But it is not lost.,The_Return_of_the_King
Elrond,Nothing is certain.,The_Return_of_the_King
Arwen,"Some things are certain. If I leave him now, I will regret it forever. It is time. From the ashes of fire shall be woken, A light from the shadow shall spring, Renewed shall be blade that was broken, The crownless again shall be king. Reforge the sword' ada.",The_Return_of_the_King
Elrond,Your hands are cold. The life of the Eldar is leaving you.,The_Return_of_the_King
Arwen,"This was my choice. Ada, whether by your will or not there is no ship now that can bear me hence.",The_Return_of_the_King
Gandalf,We have just passed into the realm of Gondor. Minas Tirith. City of Kings.,The_Return_of_the_King
Pippin,"It's the tree! Gandalf, Gandalf.",The_Return_of_the_King
Gandalf,"Yes the white tree of Gondor. The tree of the King. Lord Denethor however, is not the King. He is a steward only, a caretaker of the throne. Now listen carefully. Lord Denethor is Boromir's father. To give him news of his beloved son's death would be most unwise. And do not mention Frodo or the Ring. And say nothing of Aragorn either. In fact, its better if you don't speak at all Peregrin Took. Hail Denethor son of Ecthelion, Lord and Steward of Gondor.",The_Return_of_the_King
Bilbo,A Ring!,The_Fellowship_of_the_Ring
Gollum,Lost! My Precious is lost.,The_Fellowship_of_the_Ring
Galadriel,For the time will soon come when Hobbits will shape the fortunes of all.,The_Fellowship_of_the_Ring
Bilbo,"The 22nd day of September in the year 1400by Shire reckoning. Bag End, Bagshot Row, Hobbiton, West Farthing, The Shire, Middle Earth. The Third Age of this world. There and back again, A Hobbit's tale, by Bilbo Baggins. Now, where to begin? Ah, yes. Concerning Hobbits.",The_Fellowship_of_the_Ring
Bilbo_Voice-over,"Hobbits have been living and farming in the four Farthings of the Shire for many hundreds of years. quite content to ignore and be ignored by the world of the Big Folk. Middle Earth being, after all, full of strange creatures beyond count. Hobbits must seem of little importance, being neither renowned as great warriors, nor counted amongst the very wise.",The_Fellowship_of_the_Ring
Bilbo,"Frodo, someone at the door. In fact, it has been remarked by some that Hobbits' only real passion is for food. A rather unfair observation As we have also developed a keen interest in the brewing of alesand the smoking of pipeweed. But where our hearts truly lie is in peace and quietand good tilled earth. For all Hobbits share a love of all things that grow. And yes, no doubt to others, our ways seem quaint But today of all days, it is brought home to me it is no bad thing to celebrate a simple life. Frodo, the door! sticklebacks, where is that boy! FRODO!",The_Fellowship_of_the_Ring
Gandalf,"Hmm hmm hmm hmm, Down from the door where it began, hmm hmm hmm hmm And I must follow if I can. The road goes ever on and on, down from the door where it began, now far ahead the road has gone, and I must follow if I can.",The_Fellowship_of_the_Ring
Frodo,You're late!,The_Fellowship_of_the_Ring
Merry,Pippin!,The_Return_of_the_King
Merry_And_Pippin,Comes from the Green Dragon!,The_Return_of_the_King
Merry,Thank you! I win!,The_Return_of_the_King
Aragorn,No news of Frodo?,The_Return_of_the_King
Gandalf,No word. Nothing.,The_Return_of_the_King
Aragorn,We have time. Every day Frodo moves closer to Mordor.,The_Return_of_the_King
Gandalf,Do we know that?,The_Return_of_the_King
Aragorn,What does your heart tell you?,The_Return_of_the_King
Gandalf,That Frodo is alive. Yes' yes he's alive.,The_Return_of_the_King
Gollum,Too risky. Too risky. Thieves. They stole it from us. Kill them kill them kill them both!,The_Return_of_the_King
Smeagol,No!,The_Return_of_the_King
Gollum,"Sshh, quiet, mustn't wake them. Mustn't ruin it now.",The_Return_of_the_King
Smeagol,"But they knows, they knows, they suspects us!",The_Return_of_the_King
Gollum,"What's it saying my precious, my love? Is Smeagol losing his nerve?",The_Return_of_the_King
Gimli,"Soon Mr Elf, you will enjoy the fabelled hospitality of the dwarves. Roaring fires! Malt Beer! Red Meat off the bone! This my friend is the home of my cousin Balin and they call it a Mine! A Mine!",The_Fellowship_of_the_Ring
Boromir,"This isn't a mine, it's a tomb.",The_Fellowship_of_the_Ring
Gimli,Nooooo! NOOOOOOOOOOoooooooo!,The_Fellowship_of_the_Ring
Legolas,Goblins!,The_Fellowship_of_the_Ring
Boromir,We make for the gap of Rohan. We should never have come here Now get out of here! Get out!,The_Fellowship_of_the_Ring
Pippin,Merry.,The_Two_Towers
Merry,"Hello, Pip.",The_Two_Towers
Pippin,You're hurt.,The_Two_Towers
Merry,I'm fine. lt was just an act.,The_Two_Towers
Pippin,An act?,The_Two_Towers
Merry,"See? I fooled you too. Don't worry about me, Pippin.",The_Two_Towers
Ugluk,What is it? What do you smell?,The_Two_Towers
Uruk_Hai,Man-flesh.,The_Two_Towers
Ugluk,They've picked up our trail.,The_Two_Towers
Pippin,Aragorn.,The_Two_Towers
Ugluk,Let's move!,The_Two_Towers
Merry,That black rider was looking for something. Or someone (he walks up to Frodo and looks him in the face) Frodo?,The_Fellowship_of_the_Ring
Pippin,Get down!,The_Fellowship_of_the_Ring
Frodo,I have to leave the Shire. Sam and I must get to Bree.,The_Fellowship_of_the_Ring
Merry,Right. Bucklebury Ferry. Follow me.,The_Fellowship_of_the_Ring
Pippin,Run!,The_Fellowship_of_the_Ring
Merry,"Frodo, this way. Follow me.",The_Fellowship_of_the_Ring
Pippin,Frodo!,The_Fellowship_of_the_Ring
Merry,Follow me. Run! Get the rope Sam.,The_Fellowship_of_the_Ring
Sam,Frodo!,The_Fellowship_of_the_Ring
Pippin,Run Frodo!,The_Fellowship_of_the_Ring
Frodo,No!,The_Fellowship_of_the_Ring
Pippin,Frodo! Come on!,The_Fellowship_of_the_Ring
Gandalf,Let the Ringbearer decide.,The_Fellowship_of_the_Ring
Boromir,We cannot stay here! his will be the death of the hobbits!,The_Fellowship_of_the_Ring
Gandalf,Frodo?,The_Fellowship_of_the_Ring
Frodo,We will go through the Mines.,The_Fellowship_of_the_Ring
Gandalf,So be it.,The_Fellowship_of_the_Ring
Gimli,"Strong?! h, that's good.",The_Two_Towers
Gandalf,"So stop your fretting, Master Dwarf. Merry and Pippin are quite safe. In fact, they are far saferthan you are about to be.",The_Two_Towers
Gimli,This new Gandalf's more grumpythan the old one.,The_Two_Towers
Legolas,That is one of the Mearas. . . . . . unless my eyes are cheatedby some spell.,The_Two_Towers
Gandalf,Shadowfax. He is the lord of all horses. . . . . . and has been my friendthrough many dangers.,The_Two_Towers
Merry,Ls it much further?,The_Two_Towers
Treebeard,"Bru-ra-hroom. Don't be hasty. You might call it far, perhaps. My home lies deep in the forest. . . . . . near the roots of the mountain. I told Gandalf I would keep you safe. And safe is where I'll keep you. I believe you will enjoy this next one too. It's one of my own compositions. Right. Sleep, little Shirelings. Heed no nightly noise. Sleep till morning light. I have business in the forest. There are many to call. Many that must come. The Shadow lies on Fangorn. The withering of all woodsis drawing near.",The_Two_Towers
Frodo,Mordor!,The_Fellowship_of_the_Ring
Gandalf,In the common tongue it says.,The_Fellowship_of_the_Ring
Pippin,Done!,The_Fellowship_of_the_Ring
Merry,You're supposed to stick it in the ground.,The_Fellowship_of_the_Ring
Pippin,It is in the ground.,The_Fellowship_of_the_Ring
Merry,Outside.,The_Fellowship_of_the_Ring
Pippin,It was your idea!,The_Fellowship_of_the_Ring
Frodo,Bilbo! Bilbo! Watch out for the dragon.,The_Fellowship_of_the_Ring
Bilbo,"Dragon! Nonsense, there hasn't been a dragon in these parts for a thousand years.",The_Fellowship_of_the_Ring
Merry,That was good!,The_Fellowship_of_the_Ring
Pippin,Lets get another one!,The_Fellowship_of_the_Ring
Gandalf,Meriadoc Brandybuck and Peregrin Took! I might have known!,The_Fellowship_of_the_Ring
Crowd,Speech Bilbo.,The_Fellowship_of_the_Ring
Frodo,Speech!,The_Fellowship_of_the_Ring
Bilbo,"My dear Bagginses and Boffins, Tooks and Brandybucks, Grubbs, Chubbs, Hornblowers, Bulgers, Bracegirdles, and Proudfoots.",The_Fellowship_of_the_Ring
Proudfoot_Hobbit,PROUDFEET!,The_Fellowship_of_the_Ring
Gandalf,I come with tidings in this dark hour and with counsel.,The_Return_of_the_King
Denethor,Perhaps you come to explain this. Perhaps you have come to tell me why my son is dead.,The_Return_of_the_King
Pippin,Boromir died to save us my kinsman and me. He fell defending us from many foes.,The_Return_of_the_King
Gandalf,Pippin.,The_Return_of_the_King
Pippin,"I offer you my service, such as it is in payment of this debt.",The_Return_of_the_King
Denethor,This is my first command to you. How did you escape and my son did not? So mighty as man as he was.,The_Return_of_the_King
Pippin,The mightiest man may be slain by one arrow and Boromir was pierced by many.,The_Return_of_the_King
Gandalf,"Get up! My lord, there will be a time to grieve for Boromir but it is not now. War is coming. The enemy is on your doorstep. As steward, you are charged with the defence of this city. Where are Gondor's armies? You still have friends. You are not alone in this fight. Send word to Theoden of Rohan. Light the beacons.",The_Return_of_the_King
Denethor,"You think you are wise Mithrandir. Yet for all your subtleties you have not wisdom. Do you think the eyes of the White Tower are blind? I have seen more than you know. With your left hand you would use me as a shield against Mordor and with your right you would seek to supplant me. I know who rides with Theoden of Rohan. Oh yes, word has reached my ears of this Aragorn, son of Arathorn. And I tell you now. I will not bow to this Ranger from the North. Last of a ragged house long bereft of Lordship.",The_Return_of_the_King
Gandalf,"Authority is not given to you to deny the return of the King, steward.",The_Return_of_the_King
Denethor,The rule of Gondor is mine and no others!,The_Return_of_the_King
Gandalf,"Come! All had turned to vain ambition. He would use even his grief as a cloak! A thousand years this city has stood and now at the whim of a madman it will fall! And the white tree, the tree of the King will never bloom again. A wizard is never late! Frodo Baggins. Nor is he early, he arrives precisely when he means to.",The_Return_of_the_King
Frodo,Its wonderful to see you Gandalf.,The_Fellowship_of_the_Ring
Gandalf,You didn't think Id miss your Uncle Bilbo's birthday? So how is the old rascal? I hear it is going to be a party of special significance?,The_Fellowship_of_the_Ring
Frodo,You know Bilbo he's got the whole place in an uproar.,The_Fellowship_of_the_Ring
Gandalf,Well that should please him.,The_Fellowship_of_the_Ring
Frodo,Half the Shire's been invited. And the rest of them are turning up anyway.,The_Fellowship_of_the_Ring
Bilbo_Voice-over,"And so life in the Shire goes on, very much as it has this past age. Full of its own comings and goings with change coming slowly, if it comes at all. For things are made to endure in the Shire, passing from one generation to the next. There's always been a Baggins living here under the Hill, in Bag End.",The_Fellowship_of_the_Ring
Bilbo,And there always will be.,The_Fellowship_of_the_Ring
Frodo,"To tell you the truth, Bilbo has been acting a bit odd lately. I mean, more than usual. He's taken to locking himself in his study. He spends hours and hours poring over old maps when he thinks I'm not looking.",The_Fellowship_of_the_Ring
Bilbo,Where's it gone? Aaaaah.,The_Fellowship_of_the_Ring
Frodo,"He's up to something. All right then, keep your secrets!",The_Fellowship_of_the_Ring
Gandalf,What?,The_Fellowship_of_the_Ring
Smeagol,No! No! Never! Smeagol hates nasty Hobbitses. Smeagol wants to see them'. Dead!,The_Return_of_the_King
Gollum,"And we will! Smeagol did it once, he can do it again! Its ours! Ours!",The_Return_of_the_King
Smeagol,We must get the precious! We must get it back!,The_Return_of_the_King
Gollum,Patience! Patience my love! First we must lead them to her!,The_Return_of_the_King
Smeagol,We lead them to the winding stair.,The_Return_of_the_King
Gollum,"Yes, the stairs and then?",The_Return_of_the_King
Smeagol,"Up, up, up the stairs we go until we come to the tunnel.",The_Return_of_the_King
Gollum,"And when they go in, there's no coming out. She's always hungry. She always needs to' feed. She must eat. All she gets is filthy Orcses.",The_Return_of_the_King
Smeagol,"And they doesn't taste very nice, does they Precious?",The_Return_of_the_King
Gollum,"No, not very nice at all, my love. She hungers for sweeter meats. Hobbit meat. And when she throws away the bones and the empty clothes then we will find it.",The_Return_of_the_King
Smeagol,And take it for Meee!,The_Return_of_the_King
Gollum,For us.,The_Return_of_the_King
Smeagol,"Yes, we meant for us! Gollum, gollum. The precious will be ours once the Hobbitses are dead!",The_Return_of_the_King
Merry_And_Pippin,Frodo! Frodo!,The_Fellowship_of_the_Ring
Sam,Strider! Get off him!,The_Fellowship_of_the_Ring
Merry,Aragorn! Frodo!,The_Fellowship_of_the_Ring
Frodo,Strider!,The_Fellowship_of_the_Ring
Gandalf,Into the Mines!,The_Fellowship_of_the_Ring
Boromir,Legolas!,The_Fellowship_of_the_Ring
Gandalf,"We now have but one choice, we must face the long dark of Moria. Be on your guard, there are older and fouler things than orcs in the deep places of the world The wealth of Moria is not in gold, or jewels, but Mithril Bilbo had a shirt of mithril rings that Thorin gave him.",The_Fellowship_of_the_Ring
Gimli,Aww that was a Kingly gift.,The_Fellowship_of_the_Ring
Gandalf,"Yes. I never told him, but its worth was greater than the value of The Shire!",The_Fellowship_of_the_Ring
Merry,Pippin!,The_Fellowship_of_the_Ring
Gandalf,I've no memory of this place.,The_Fellowship_of_the_Ring
Pippin,Are we lost?,The_Fellowship_of_the_Ring
Sam,Frodo! Come on!,The_Fellowship_of_the_Ring
Pippin,Frodo!,The_Fellowship_of_the_Ring
Sam,Come on faster!,The_Fellowship_of_the_Ring
Frodo,How far to the nearest crossing?,The_Fellowship_of_the_Ring
Merry,"The Brandywine Bridge, twenty miles.",The_Fellowship_of_the_Ring
Frodo,Come on!,The_Fellowship_of_the_Ring
Gatekeeper,What do you want?,The_Fellowship_of_the_Ring
Frodo,We're heading for the Prancing Pony.,The_Fellowship_of_the_Ring
Gatekeeper,Hobbits! Four hobbits! What's more out of The Shire by your talk! What business brings you to Bree?,The_Fellowship_of_the_Ring
Frodo,We wish to at the Inn. Our business is our own.,The_Fellowship_of_the_Ring
Gatekeeper,"Alright young sir, i meant no offence. my job to ask questions after nightfall. there's talk of strange folk abroad. can't be too careful.",The_Fellowship_of_the_Ring
Man,Out of the way! Watch where you're walking!,The_Fellowship_of_the_Ring
Frodo,Excuse me?,The_Fellowship_of_the_Ring
Bilbo,Today is my One Hundred and Eleventh birthday!,The_Fellowship_of_the_Ring
Hobbit,Happy Birthday!,The_Fellowship_of_the_Ring
Bilbo,"Alas, elevnty-one years is far too short a time to live among such excellent and admirable hobbits. I don't know half of you half as well as I should like and I like less than half of you, half as well as you deserve.",The_Fellowship_of_the_Ring
Pippin,Why are they still guarding it?,The_Return_of_the_King
Gandalf,"They guard it because they have hope. A faint and fading hope that one day it will flower. That a king will come and this city will be as it once was before it fell into decay. The old wisdom born out of the west was forsaken. Kings made tombs more splendid than the houses of the living and counted the old names of their descent dearer than the names of their sons. Childless lords sat in aged halls musing on heraldry or in high, cold towers asking questions of the stars. And so the people of Gondor fell into ruin. The line of Kings failed. The white tree withered. The rule of Gondor was given over to lesser men.",The_Return_of_the_King
Pippin,Mordor.,The_Return_of_the_King
Gandalf,"Yes, there it lies. This city has dwelt ever in the sight of its shadow.",The_Return_of_the_King
Pippin,A storm is coming.,The_Return_of_the_King
Gandalf,"This is not the weather of the world. This is a device of Sauron's making. A broil of fume he sends ahead of his host. The Orcs of Mordor have no love of daylight, so he covers the face of the sun to ease their passage along the road to war. When the shadow of Mordor reaches this city it will begin.",The_Return_of_the_King
Pippin,Well' Minas Tirith' very impressive. So where are off to next?,The_Return_of_the_King
Gandalf,"Oh, it's too late for that Peregrin. There's no leaving this city. Help must come to us.",The_Return_of_the_King
Frodo,But I know you have something to do with it.,The_Fellowship_of_the_Ring
Gandalf,Good gracious me!,The_Fellowship_of_the_Ring
Frodo,Before you came along we Bagginses were very well thought of.,The_Fellowship_of_the_Ring
Gandalf,Indeed?,The_Fellowship_of_the_Ring
Frodo,"We never had any adventures, or did anything unexpected.",The_Fellowship_of_the_Ring
Gandalf,"If you're referring to the incident with the dragon, I was barely involved. All I did was give your uncle a little nudge out of the door.",The_Fellowship_of_the_Ring
Frodo,"Whatever you did, you've been officially labelled as a 'disturber of the peace.'",The_Fellowship_of_the_Ring
Gandalf,Oh really?,The_Fellowship_of_the_Ring
Children_Hobbits,Gandalf! Gandalf! Fireworks Gandalf! Gandalf! Fireworks Gandalf! Hooooraaaay!,The_Fellowship_of_the_Ring
Frodo,"Gandalf, I'm glad you're back.",The_Fellowship_of_the_Ring
Sam,You treacherous little toad!,The_Return_of_the_King
Gollum,"No, no! Master!",The_Return_of_the_King
Frodo,No Sam! Leave him alone!,The_Return_of_the_King
Sam,I heard it from his own mouth. He means to murder us.,The_Return_of_the_King
Gollum,"Never! Smeagol wouldn't hurt a fly! Aaaagh he is a horrid, fat Hobbit who hates Smeagol and who makes up nasty lies!",The_Return_of_the_King
Sam,You miserable little maggot! I'll stove your head in!,The_Return_of_the_King
Frodo,Sam!,The_Return_of_the_King
Sam,Call me a liar? You're a liar!,The_Return_of_the_King
Gollum,Waaaah!,The_Return_of_the_King
